№ п/п;Код ОВД;Год;Номер документа;Номер престу;Дата постановки в ИЦ;Текст решения;Дата решения;Фамилия сл-ля;Шифр докумен;Дата создания записи;Код принятого решения;Кто принял решение (код);Сообщение / Основание;Тип записи (Дисклеймер ИИ)
8430;37;2015;300137;1;22.03.2016;Возобн.приост.ст208ч.1п.1;17.02.2016;КОМОГАРЦЕВА;3;22.03.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8431;37;2015;302237;1;12.05.2016;По инициативе прокур.п.1;08.04.2016;СИТОЛО;3;20.05.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8432;37;2015;302237;1;12.04.2016;Возобн.приост.ст208ч.1п.1;08.04.2016;СИТОЛО;3;12.04.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8433;37;2015;304037;1;11.05.2016;Возобн.приост.ст208ч.1п.1;29.04.2016;КОМОГАРЦЕВА;3;11.05.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8434;37;2015;304037;1;23.06.2016;По инициативе прокур.п.1;23.06.2016;ДРУКАВ;3;29.06.2016;174;43;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8435;37;2015;304037;1;11.05.2016;По инициативе прокур.п.1;29.04.2016;КОМОГАРЦЕВА;3;20.05.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8436;37;2015;304037;1;09.03.2016;Возобн.приост.ст208ч.1п.1;03.03.2016;КОМОГАРЦЕВА;3;09.03.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8437;37;2015;308737;1;30.06.2016;Возобн.приост.ст208ч.1п.1;24.06.2016;ШАТАЛАВА;3;01.07.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8438;37;2015;308737;1;31.05.2016;Возобн.приост.ст208ч.1п.1;24.05.2016;ШАТАЛАВА;3;01.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8439;37;2015;308737;1;29.03.2016;Возобн.приост.ст208ч.1п.1;25.03.2016;ШАТАЛАВА;3;29.03.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8440;37;2015;308837;1;27.04.2016;Возобн.приост.ст208ч.1п.1;03.03.2016;КОМОГАРЦЕВА;3;27.04.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8441;37;2015;308837;1;27.04.2016;По инициативе прокур.п.1;03.03.2016;КОМОГАРЦЕВА;3;20.05.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8442;37;2015;308837;1;15.06.2016;Возобн.приост.ст208ч.1п.1;30.05.2016;ИЛЬЕНА;3;15.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8443;37;2015;310537;1;11.03.2016;Возобн.приост.ст208ч.1п.1;03.03.2016;ИВАНАВА;3;11.03.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8444;37;2015;311237;1;25.03.2016;По инициативе прокур.п.1;03.03.2016;ИЛЬЕНА;3;20.05.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8445;37;2015;311237;1;25.03.2016;Возобн.приост.ст208ч.1п.1;03.03.2016;ИЛЬЕНА;3;25.03.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8446;37;2015;383301;1;21.01.2016;Возобн.приост.ст208ч.1п.1;11.01.2016;БАЛДАНДОРЖЕЕВА;3;21.01.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8447;37;2016;8737;1;29.06.2016;Возобн.приост.ст208ч.1п.2;16.03.2016;ИГРЮНИН;3;29.06.2016;172;1;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8448;37;2016;9837;1;21.07.2016;Возоб из 208ч1п2 уст лицо;05.07.2016;ИАРДАН;3;21.07.2016;172;1;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8449;37;2016;30540;1;13.07.2016;Возр прокурором следов-лю;11.07.2016;КОЗЛАВА;3;14.07.2016;173;43;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8450;37;2016;32740;1;29.06.2016;Возобн.приост.ст208ч.1п.2;10.06.2016;ПАНКРОТОВ;3;30.06.2016;172;45;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8451;37;2016;132250;1;27.05.2016;Возр прокурором дознав-лю;14.04.2016;ПАКАЦКОЯ;3;27.05.2016;174;25;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8452;37;2016;134750;1;16.05.2016;Возр прокурором дознав-лю;04.04.2016;ЧУПРЕНА;3;27.06.2016;174;25;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8453;37;2016;143250;1;17.06.2016;Возобн.приост.ст208ч.1п.2;11.05.2016;ЧУПРЕНА;3;17.06.2016;172;25;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8454;37;2016;314237;1;12.07.2016;По инициативе прокур.п.1;08.07.2016;ЦЫДЕНЖОПОВА;3;12.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8455;37;2016;314237;1;25.04.2016;По инициативе прокур.п.1;28.03.2016;ЦЫДЕНЖОПОВА;3;25.04.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8456;37;2016;314237;1;16.03.2016;По инициативе прокур.п.1;03.03.2016;ЦЫДЕНЖОПОВА;3;16.03.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8457;37;2016;314237;1;09.03.2016;По инициативе прокур.п.1;16.02.2016;ЦЫДЕНЖОПОВА;3;09.03.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8458;37;2016;314437;1;30.05.2016;Возобн.приост.ст208ч.1п.1;14.03.2016;КИРЕИВА;3;30.05.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8459;37;2016;314437;1;28.03.2016;Возобн.приост.ст208ч.1п.1;14.03.2016;СИТОЛО;3;28.03.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8460;37;2016;315737;1;30.06.2016;Возобн.приост.ст208ч.1п.2;31.05.2016;ЛОНШАКАВА;3;01.07.2016;172;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8461;37;2016;317837;1;12.07.2016;Возобн.приост.ст208ч.1п.1;23.05.2016;ГИЛИВ;3;12.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8462;37;2016;320437;1;12.07.2016;Возобн.приост.ст208ч.1п.1;23.05.2016;ГИЛИВ;3;12.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8463;37;2016;320737;1;11.05.2016;Возобн.приост.ст208ч.1п.1;29.04.2016;ИЛЬЕНА;3;11.05.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8464;37;2016;320737;1;07.07.2016;По инициативе прокур.п.1;23.06.2016;ИЛЬЕНА;3;07.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8465;37;2016;320937;1;08.06.2016;Возобн.приост.ст208ч.1п.1;02.05.2016;БАТОЦЫРИНОВА;3;08.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8466;37;2016;323437;1;28.03.2016;Возобн.приост.ст208ч.1п.1;14.03.2016;ИЛЬЕНА;3;28.03.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8467;37;2016;323437;1;28.03.2016;По инициативе прокур.п.1;14.03.2016;ИЛЬЕНА;3;20.05.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8468;37;2016;331737;1;27.06.2016;Возобн.приост.ст208ч.1п.1;02.06.2016;ЛОНШАКАВА;3;27.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8469;37;2016;331737;1;08.06.2016;Возобн.приост.ст208ч.1п.1;02.06.2016;СЫРЖИТАВА;3;08.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8470;37;2016;332037;1;27.06.2016;Возобн.приост.ст208ч.1п.1;02.06.2016;ЛОНШАКАВА;3;27.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8471;37;2016;332037;1;08.06.2016;Возобн.приост.ст208ч.1п.1;02.06.2016;СЫРЖИТАВА;3;08.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8472;37;2016;332337;1;30.06.2016;Возобн.приост.ст208ч.1п.1;25.04.2016;ЛУКЕНА;3;30.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8473;37;2016;332337;1;30.06.2016;Возобн.приост.ст208ч.1п.1;25.04.2016;ШИНКОРЕВ;3;30.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8474;37;2016;333937;1;18.04.2016;По инициативе прокур.п.1;12.04.2016;ДРУКАВ;3;29.06.2016;174;43;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8475;37;2016;334337;1;30.07.2016;Возобн.приост.ст208ч.1п.1;09.06.2016;КОМОГАРЦЕВА;3;30.07.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8476;37;2016;334337;1;23.06.2016;Возобн.приост.ст208ч.1п.1;09.06.2016;РЕЗНЕКОВ;3;23.06.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
8477;37;2016;334337;1;11.05.2016;Возобн.приост.ст208ч.1п.1;28.04.2016;КОМОГАРЦЕВА;3;11.05.2016;174;5;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
